source_index,text_sha256,clean_label,clean_class,noisy_label,noisy_class,injected_label_error
193,47f814c4ac21e5fe893b263dfafbde3a4d3092943e523749ba44ce57469ffed4,3,Sci/Tech,0,World,True
199,58144c4d620f03d1e0afd614dac44d1025de7f3e7beea688fa7c069fe54c9765,3,Sci/Tech,3,Sci/Tech,False
205,4c8f0e19da956018f14526dd653d16491a7cb1325d34c85a2c56ff65ea2a6b9c,3,Sci/Tech,3,Sci/Tech,False
206,572b582bee79582d4fa1528d115035006f1771629b5af6593155e4594e97e018,3,Sci/Tech,0,World,True
214,5a65f07c030002a7a364d3899e61d24b151fd2a34210b3e608734abefa65c7eb,3,Sci/Tech,3,Sci/Tech,False
221,ccfd64357aeb495ecfb67dece601a47b6abd57df125b89f3939940cea9ad45c3,3,Sci/Tech,0,World,True
256,4e7aed80fc083ee56cf901fbfe27c513621d80cae8a4256123b97801b6cb3624,3,Sci/Tech,3,Sci/Tech,False
259,3aee9683ef8d224b67dd08c36078e54f2ec12b84e9c7ec31e438935820479d05,3,Sci/Tech,3,Sci/Tech,False
264,0f167df80f95f10274e1c5a8b3ab8f2322970749cd3c56b9b708bceae3f7ef7c,3,Sci/Tech,3,Sci/Tech,False
268,a229f92ada13e1ace34a74860ca611529d686ddf0b37fddd7c98571c91de5195,3,Sci/Tech,3,Sci/Tech,False
275,ccb62cc2d13a4e67b8ead4f7a6cdd9adf4682658473280f0277bbcbc41099e95,3,Sci/Tech,3,Sci/Tech,False
279,7d864d9e365883e25f293ecb09905863e129d75af21f2cbc6e9cc47ca2be7591,3,Sci/Tech,3,Sci/Tech,False
287,fdee4b8a1e4b00b58dc79d632f2282e75149e1d877c36e667e748032c7bc5cb4,3,Sci/Tech,3,Sci/Tech,False
301,17a9c0d211e10c0605ed1766688f88679574b1ebb5ea3d0c57f6e4e3e962094b,3,Sci/Tech,0,World,True
318,9e5c2c248d241790653f20fb0b2ccec9f6ff587eb51be12fcff191951d68e184,3,Sci/Tech,3,Sci/Tech,False
368,38b61d726bf0a0a926bb7dc6a7184da8c91d8411667a71280315c8bfd92d2429,3,Sci/Tech,3,Sci/Tech,False
378,8eff66c38490c0e738621ee6f558ed3795f4451c9a37ab1f244ea2b5be09e847,3,Sci/Tech,3,Sci/Tech,False
382,0f0470158441c9fd4a6f30f17c28d1ee93fe089cc166aa7867e3a334acc202a0,3,Sci/Tech,3,Sci/Tech,False
385,0fd66fe086f780a96fe3ea5a3e5e9acde8e2571ff013bfcfd843b0c816c53ba5,3,Sci/Tech,3,Sci/Tech,False
403,2db407005478780994b7de543969c92772314fe9c7dec198858977c65d904104,3,Sci/Tech,3,Sci/Tech,False
406,b6350412e9a737546909a1ef9beea6ee15b9c0cfb63ed0b17500ef0e9ff619dc,3,Sci/Tech,3,Sci/Tech,False
419,6453352e7e20ce834112893aa3a735dc338925fa19e2fd28a50a8d4e31b661f6,3,Sci/Tech,3,Sci/Tech,False
487,b8c8ec1a9b09492665705569b80ff44ffc1e9bb56b4e3ffa276afb4f90f6d59d,1,Sports,1,Sports,False
498,43c862589ec359b19f3ebb1f3eb61b5076f258ff5c24767c87bb7b4e80ae7aff,0,World,0,World,False
526,95975d0c44fae01984a50059bb3fa1c3b64cf4ec7bb48b07b49ba4106547c63c,0,World,0,World,False
538,6b677c595ad2d4fc12a62853cc823bd64915e6d4f3cbc0f2f82f8b18798d5712,0,World,0,World,False
544,359868ac4f4e891d3deb40318114faf473e2972cd3ccfb10a1dd8bef294e2464,2,Business,2,Business,False
571,332ec54748f65c6259dd3b63fc6bbc2e28847801c2a431ac76312e0e15fc26b3,0,World,0,World,False
591,8db73edd9bb47676095bb609cc3d904c9963377dae94080864bc2329662a9fed,1,Sports,1,Sports,False
607,d7c8942a5373eb8ad872f377ea7580ae9ebee52f07f08a516e1ad8b68dfd0e71,1,Sports,1,Sports,False
633,884a56fb0af82a2db2607d59566852eae979ceb2019d638a2378d5aa7c8b6537,1,Sports,2,Business,True
639,1c49b4f1cd718a882c6b274652e7efa6b93535be436a5512e7abeb18ffcbec23,0,World,0,World,False
652,03c52dae6a93012c1a0726933d4976fb10d714c39dc7023a8bc11b0ab3b284c8,1,Sports,2,Business,True
653,1ad005ab31fb60e3be36dfce46af900cfc4ef2c73aa8640beb2a4c6b4a5336c4,0,World,0,World,False
659,a1e68590e568aa69968b0411426ae1b836816d7e1bcf6604e3ce17d34a1b91ff,0,World,0,World,False
672,14cb00e37d8147cc2f8c2c6fa3954439ba8e6d376cbf15387b50b201b776c6c6,2,Business,2,Business,False
719,76d87703db1607fb0c09f5cc8f36022fe8c17d5ce36d22f61ac69e7c4bc1f27f,0,World,0,World,False
744,f7432528232bbbf958cb4a7aff4f0f7c6b32180bad40a7c5d31230a4fdfa9d3e,1,Sports,1,Sports,False
749,c6a364b7f2bb457dfec89e8740a42469ae54ea727d63955fe493b38ccd9f88ba,1,Sports,1,Sports,False
757,b475dd5a2cbb132ca4c6dd8874bd6ccf891d4a29c8b86fcd9ff79c5a171e2af1,3,Sci/Tech,3,Sci/Tech,False
790,63827bc59b418fa1d029572468803c640c2ee41e8fc79dbc47cb46a6afc9527c,3,Sci/Tech,3,Sci/Tech,False
807,7968b45a85475b97be7ce338d52c15fe6c608c06287928a82c1aab4ec1773b79,2,Business,2,Business,False
823,f6921382adf9292df946a64950d2299559da31acdb9bcd7abd07f6b7593ec50b,2,Business,2,Business,False
835,4791430c80007b19eec6effc74f5f66dc06c80e87c79d4089ca4ec982ecdbe20,3,Sci/Tech,0,World,True
879,cec5b4e5741452aa6496d726516110b7a4536b0f463a44c2af747a21f88bd0c4,0,World,0,World,False
918,2c1b8830493098fc349a4c23848dfdcffc3a2dedd44c1a5cfc936bead493d643,3,Sci/Tech,3,Sci/Tech,False
932,894cc154475bb1a412913b848a7bc2f0d22cebb85409d94700fa93e4d843a59b,0,World,0,World,False
947,0287dc070630ab09b673969eb8a98a4b8c16b4313a5b6230034fdc42c7c6dc61,2,Business,2,Business,False
957,a0ed227648956cecca57748338ba6390dc5d754e68413b2f621fc8dfc370e3a0,3,Sci/Tech,3,Sci/Tech,False
958,81ac0338fe8a3545b77367aef5579fb710978bc343888289287542ee91778456,3,Sci/Tech,0,World,True
984,18042a605bb0579e50c428dec47e0a1a5a3d20ec60b59e7273620b6dc6012441,0,World,0,World,False
990,7ccf86fbb5f2f6fa17f20336c73a149cb5e81f90954bbe1a93e24958ed5d713a,3,Sci/Tech,3,Sci/Tech,False
998,9c8fbd5223cb1ec54cce7a9b6cae225b8184acf7e532f99ddfc78cb510772128,3,Sci/Tech,3,Sci/Tech,False
1000,af455f2fea4ab7aca4c81eda884700e3c0c3906ad10557c42372e2ee92a9b6b6,3,Sci/Tech,3,Sci/Tech,False
1013,4793d7b5ccc29b1f4a75094a451e8983aaeadc66e6c8e79455529ef8c5c8c70c,0,World,0,World,False
1014,d734b18ba80b54883420e50ae913965b38ec99f7f141b6911a5610f3bc4466ae,0,World,1,Sports,True
1050,78e1f9984e13fd889daa33ca2e39e27d01640dd52fb7278612927356eff5aad8,1,Sports,1,Sports,False
1062,a8690abfe6a22c3818072795ddb4fc66ddfad550df9c0bf1694695173e8f4768,3,Sci/Tech,3,Sci/Tech,False
1072,d533cbca14d7b2341e8b29a5776f81c4f7fd37fc1f7fe3d9f338ee15cb519179,2,Business,3,Sci/Tech,True
1073,d155506583b43a52129674c959b851174f49b6a9a9f39b825883964936da3e82,3,Sci/Tech,3,Sci/Tech,False
1095,8463dd1e2d35e7bfc8f8741d6d39503ffa47bbf2d7a1e5d15dee5508c30c766e,0,World,0,World,False
1098,fa086df026cbf840538a0ec308ed903162d27e3f5ebf6e62fdeb374eefbae602,3,Sci/Tech,3,Sci/Tech,False
1103,44dfc322e201f7e078843433205f37dbe7a3f97217e7b3e8ba738340c6d5c5bc,3,Sci/Tech,3,Sci/Tech,False
1107,39a22ccb12c66747e931012ac63d69bfb01efbf083553e5302cd59aaa5a56ec0,3,Sci/Tech,3,Sci/Tech,False
1116,dbf4216f22e6926c7579013301f8b9d8ba55c3828ca8a53519e7706ad12e4f0c,2,Business,3,Sci/Tech,True
1123,96366c04c992ea3c5e122cc8be6134a6a6c9e36d9135b10f1a248ab8572b452c,0,World,0,World,False
1157,917a5639b5b86cd0d67a14dff9b5c392276121619b003e47febaa29c5ade518a,3,Sci/Tech,3,Sci/Tech,False
1164,6ce495e5752477dbf283a9b093f775c47616495c2200ca8357d7bbaece3669db,1,Sports,1,Sports,False
1166,6c826143255297c72de89b48a4ae7bd365657161f030106e7d8f909499e66228,3,Sci/Tech,3,Sci/Tech,False
1167,c669e169bf4f91c89a7404f55f34aff40a8572055ea7324b34bceb3535739273,3,Sci/Tech,3,Sci/Tech,False
1200,05fb539c1828259ab3fbd9fb142c2c49381ec21eec666b22677674ac97b2675c,3,Sci/Tech,3,Sci/Tech,False
1202,12d48bf2f760bcff35bd5ba887d4839546b21a2ab4dce1eaff16ab3957d46ad4,1,Sports,1,Sports,False
1206,6281d70f1b6463d1dc4fd439f3ea28b67a44afa4a5ef1b87619cfa9edadb9b70,0,World,1,Sports,True
1207,a11a0ffe8bf8a9775adbf5c52fc380edf216c7f376a5f20a0702e4035045b2d3,0,World,1,Sports,True
1212,b34419b529159188366e3f053efc59829fefd1ed95c0ddcc435f63ff5a2c92fa,0,World,0,World,False
1214,90cf4e12b1c96b6c188c37d2ea65020099b94479591148cb228f1072d5cb365a,0,World,0,World,False
1235,3136e25418e789c0f3c57632f4dc13a67959d7840f7eeef438eacfe95fc0e56f,3,Sci/Tech,3,Sci/Tech,False
1241,61e061f7f79b9581ef7f90f7b4323c993ca179b6ef3b38b7c09080ffa71627f7,3,Sci/Tech,3,Sci/Tech,False
1253,b8deaf20b3379874068f267ab4c7ca3057c24a0ebdb3a29510ebabc813b26299,0,World,0,World,False
1281,8960d35ce5d660f531c5877f379fa584e27389df312f43e8c742900668060f04,2,Business,2,Business,False
1307,e9d9bfcc967b5d12312fff6a1be0f4cde127f7c83573c8c5ebc7b37b18814ca7,1,Sports,2,Business,True
1330,85497dfaeef7ee5dc12e473e9ba61f8b30dc5f05735b6e2d65aa2efbc208daad,0,World,0,World,False
1339,eddec8bec3d9225264639248f68203cbdd53d7794b789c4bc4c14db32daace5d,3,Sci/Tech,3,Sci/Tech,False
1358,38fa8f853a04835e028d9ae4f8d0281e297cf67be0acae6cfd8d8be87c18cb1e,0,World,0,World,False
1382,80da0d35586ed5ba88ea58415a15517c77794dc2dac12d177ffc49ff46817dc1,0,World,1,Sports,True
1389,a9a68d93baf6514a5203a36b7c459e65c7069c5adcd4bfa78bb26b5ce47b100b,3,Sci/Tech,3,Sci/Tech,False
1392,c35f7b168b6d64d82ee8dd0e8938fca7d06e45f643e8db4ce4cbab61a3802f0c,0,World,0,World,False
1398,2492cc794210be59f4f4e2f17292960ccc79a9c6684737c9bb94d3e12963ac62,2,Business,2,Business,False
1402,ecfa9687a89b08b85adb7f3914e2c6633b9b7370d1bf671642dd16216ad05601,2,Business,2,Business,False
1414,768fd98e5fc527402f3ea007bb83bf70333ca0b091ba0a11a2f18144742120e0,0,World,0,World,False
1418,cba17253206a91fcebb980dd5e42b930f2ebf6de9d519b9c4447ca0074475935,2,Business,2,Business,False
1422,aac380df96fc2e3fef8843aaf1ab7b134010d328078d677a2d02f95f6fa189ca,1,Sports,1,Sports,False
1425,00bbe3e9dc520d49596be72e8815a4c3cd9b0bc86e023fed654adcf88886e616,0,World,0,World,False
1427,323a4750772d31cbe1526afa3489bb850e57dcb80200d74efa11e7863e7e2d83,2,Business,2,Business,False
1430,7fe6db280f3247d3f3690207d37287d92c2d235e16f1bc47987ce31cd36702a4,3,Sci/Tech,0,World,True
1433,0ce93ff49d31c5d51b5eda5e602b58939d2a1156e2e336528ee90fd7c32f20a1,0,World,0,World,False
1442,b305db9433dcac0e6d6c40b6878c28e4e6e65206b70d7d3a30f833ac94b6793c,0,World,0,World,False
1452,fd605806c282de2873298f35c7ccb5476b57bd8227776e2f2c6c49db404598f6,3,Sci/Tech,3,Sci/Tech,False
1453,f1aba543878e996954755e12063f615ed362420e91c1623773cb211d1930e745,3,Sci/Tech,3,Sci/Tech,False
1467,7dbef49b59965d2b69edf83d612acb4e445b92eff76ac29e0f3ffd37dc133491,2,Business,2,Business,False
1484,fccf6a2e7909ad9a33e17142281f93ef98b2f6aeb154d52e92b2236f12e2dafd,1,Sports,1,Sports,False
1502,c514466f445c5d502e55c50b61cc19c55b68e5d868099631a9cf9af6e443a3a1,3,Sci/Tech,3,Sci/Tech,False
1542,9c34418a0409537132b0cbe56eafa1c9b3b3455a93d41a5a1c7d75e2630fd70e,3,Sci/Tech,0,World,True
1548,fcf2573acca4b609113811e8e72c4748bf82d25d07990fd49fcf1ba9444bf217,1,Sports,1,Sports,False
1584,5d402d742c5785f2ced01dd075749094141cd2fd05482215dbe955c2ea674e2a,3,Sci/Tech,3,Sci/Tech,False
1585,3d973a20d2ef5d64d7b43ac4b0f72cb2593aaf539437a511707f823ee8d27b18,3,Sci/Tech,3,Sci/Tech,False
1591,213c9347b2286bbcb769823bcacf7c77d5268f6eb2172f6706956af91e81acdb,3,Sci/Tech,3,Sci/Tech,False
1593,6b6535d03332cc992e09d81aef4333b96b436927e0a25dcad2e0d95220ca3a53,2,Business,3,Sci/Tech,True
1597,5da87237d72ba6f3fe959f855dbd4144fe21d1a252316a149c60e2452e84911a,3,Sci/Tech,3,Sci/Tech,False
1620,02585e555587eebfc66f86e83afe2536c7c9f5b7af8908110d32f64f7252d82e,1,Sports,1,Sports,False
1632,a009874f0e82ca32edb1126726c8af660318145e1d12e0ae86b3880ba9234a21,3,Sci/Tech,0,World,True
1634,952fcad7dbc30eb89b8a7508dfee6ecf4066aca70ce112586035f1e6562b24c2,1,Sports,1,Sports,False
1636,14d4a5b0ea1238b10156e8cbd40c6d4e37a67a5372547851cf3797332c82772d,0,World,0,World,False
1645,dd4fee7c5c715d1f106bcf37726833a4ae5575d423ff2f6a5721bb059bc5c2ba,2,Business,2,Business,False
1668,85ac76eff1bbc485e04a1a9d2f14649299fa8bcabf9a5bdccb82f7e6ec29f314,2,Business,2,Business,False
1673,398aefd86c634e93362c59d8321b0f03a42fe328fe91d7c562e553d6fbc33787,3,Sci/Tech,3,Sci/Tech,False
1677,488c55ac92395553ef86eefafd68da88d4d675a61e13c3e0f7a32599491c864a,1,Sports,2,Business,True
1683,301771ffd2b275acd84aa3df1fc854c00200c214cb03624041e29e6a37f1ae06,2,Business,2,Business,False
1691,f1e50d79636fde933fc6d2046509199d11e6056406125e2a2940718389543260,2,Business,2,Business,False
1711,550c622028f77579d5dd7197f069023c121edaece07ac63e538fc244861a5d65,1,Sports,1,Sports,False
1720,110759e77739330b2f83e6f1739832ca26b86cad939063628619137d5b5cfe45,2,Business,2,Business,False
1735,ae84795e278c11e00bff130aa4413da78d302705ebe5b08b8a4cc798320eb659,1,Sports,2,Business,True
1750,3398498663d4447d2cae36d483f8ccdf951aec1a8d936d75d9bd4f385012d17f,3,Sci/Tech,3,Sci/Tech,False
1751,5bd755c70622e2ffcf09ffc6e39da9ca1b6684f63e5d5abb4abeddfb1ba768bb,3,Sci/Tech,3,Sci/Tech,False
1763,d5b5c0f5ec58dbe721716f032648cb2e70b94244cbe2ca9831eebaebd5aa2b9d,1,Sports,1,Sports,False
1778,9c1d52d320f175edc6aee32896d7d2ae366c26383d1545a31ae5525cf63ea2d5,1,Sports,1,Sports,False
1783,ed78f3aa9398413d1bd836480d6aac375f1be8628e037a936056be498f19e03c,0,World,0,World,False
1798,10cba8920594af872eeb8c370b5338fdf7bae40670cda5fb869b0f95a4748a80,0,World,0,World,False
1802,ba48fd5fd28747f115dcebb0cd5c363a854b2a90b6f779780ec147bca1c7b06f,3,Sci/Tech,3,Sci/Tech,False
1805,eb2f948caa42c7f53fdb581d62936dd90a73e136fb67ab7b41ed7c3f75314b85,0,World,0,World,False
1808,eb07a3098fea67dd9126c8473a12444b5dd6a97c469a3da827350aa9560cac1d,1,Sports,1,Sports,False
1822,2dec0f3baa45cac8a76765bf0462a6d471fadc8358bf52e6c24aee33de38fa81,1,Sports,2,Business,True
1826,458f0e2ea1a10681604193cc7c4d1435f4068ec6fdfa10ef1db396b47f6a6fbb,3,Sci/Tech,3,Sci/Tech,False
1850,494dce9d5c084a9a463983d9363d41a00b3b6365215b0ab796294764dcf01383,2,Business,2,Business,False
1867,f269f0d28d3ba311f43be96592b3e61790ec67fc90fe428daf2a5c7cc5aee20b,0,World,0,World,False
1875,9701e822d962e1dfff5f674dfdfe2cd9c5f50f7758f544e5c49dda7b53e88e08,2,Business,2,Business,False
1876,d059f5e0f57a9ad61f2b059fdebdecd7aa19ae63a72e3b30aef54310067257e3,2,Business,2,Business,False
1891,9d75671f8cccf67ec1dd118e3fce2b8436c054466adab40757db094cebd3f74c,3,Sci/Tech,3,Sci/Tech,False
1895,624080082cb0cb348a0810e771126112ba1817b548c2208be4fe9b0366a2a33f,1,Sports,1,Sports,False
1938,93f507d7ab3dfda83d1a69b143523885ebddc39ed870e539d8bdba65cdaeb2a0,0,World,1,Sports,True
1992,809a38984e49e7c9bb7bda05e7926c6b35bb28caaa3714f28f41448868772378,0,World,0,World,False
2035,6a04ae5e7f1238b5ce48005420a49d04c7d887a2170ce3d31cca59abe24daee0,2,Business,2,Business,False
2045,df1dbb4787d5f534ef52efe3215709ecc2399c42331cd01ef806448762850577,3,Sci/Tech,3,Sci/Tech,False
2074,fceb34c820d623bc423234a6a27fdd53848d7f8a6a023162f509868914765df1,0,World,0,World,False
2077,678fde6c1f57cf952a85bad9049a4be489c5d51c8f976febc04ad70e8007c1c4,3,Sci/Tech,0,World,True
2090,742aa360236856b90ac29357a5514d8bdb2fdbabeb1fba9689975e841823b771,3,Sci/Tech,3,Sci/Tech,False
2098,431f3c7f347a567417d257e2a5cf031c8f07a2c7f2c5ebde870c6557e0ef62f9,3,Sci/Tech,3,Sci/Tech,False
2106,e8139030f448ec09ba01e4ad718204cba494f9f648ddd3f03951ee43bb14c47c,0,World,0,World,False
2111,df740d39aef901825cd9d7311a92418e551bb1ec314b5e7197b02858b32877a5,2,Business,2,Business,False
2112,59c1c50c1f6c636d2e558cb9cb901cdafd51e32d1a2ad84819d3c4f395e99539,2,Business,2,Business,False
2118,1ae38b67bf9922f67a39db1ec7ada9f4072d4311f22aed3c3967841884dbf118,3,Sci/Tech,3,Sci/Tech,False
2123,6c0a9be8361856653cf9e1b5040a231207ff4380397d8145ce3948ce210d6137,0,World,0,World,False
2131,3ebb23fe2e1c4e1d8dad178be33357b8e4e7748b718887a9584e7a70118dc161,0,World,0,World,False
2137,b1c5dfead341ba080da74d9690326988cf75d7d7ad1d3a261a9e0e7d0112f97f,0,World,0,World,False
2165,37674dc6367c24daac10e987cfd96beb3ecc030acad2057e80f32cbc2440c149,2,Business,2,Business,False
2167,661468229f1c290fb87e0547e290d495f9314b4e63015aaddd1f626a3c1bbbca,0,World,0,World,False
2187,71e729fbc7c65182d0e344a13748a6b047cb45a0436631737ec5bcca8cf09743,1,Sports,1,Sports,False
2196,322c249bb8d8d85e0c40898db472b2e3c0d15ad0b1285a91e3c32118592e6adb,2,Business,2,Business,False
2206,f57a64cb752dfb16641dd07ebbd5644e4f380d6d09afc4fafab1a04ed94b1436,1,Sports,1,Sports,False
2207,93481d06722caea2276c5f22afb98873375a78b1cea6c721cad14f5af9f919ca,1,Sports,1,Sports,False
2233,ed0f88b5d9f5d42d8360ea8bd9652bc9e472fe79fed64b58489b1a55a16e84c2,1,Sports,1,Sports,False
2237,3dfcba204c6af6c3fe54e9d7860fdaa97b6336e9f05e443e6e2b70c9d361f904,1,Sports,1,Sports,False
2247,97e4078b2f547d1b619093a3d5b9f69dcbfb362fcaa0f13bce10912496904b84,2,Business,2,Business,False
2252,7b7592a03390ed2e379077ce639475cf0b97e14f29c9030c0257a84750de10e9,1,Sports,2,Business,True
2253,bdcc7e298ec33578ad17abfa3efc21a24b313ac4ccd5cd808b78d889f68b5e1b,1,Sports,1,Sports,False
2267,2e42dda02a499d5e7ab171aadbfc7a37aff84667c2ce13998689c1b4579e0210,2,Business,2,Business,False
2269,f840b942558a1845042c3b46c766c4a118b9dc9de7339e1317e604f975decadb,3,Sci/Tech,3,Sci/Tech,False
2270,ea82e33a60bd02d246c2664d62161583e5b42989e3ad6d33eeca9bbd1ae1680a,1,Sports,1,Sports,False
2275,1d172a8f5af3f7b36575b9b94ce65ee5af054c935410a7cad3638a30b2bdd1a4,1,Sports,1,Sports,False
2278,c42696054cf8ca59dd7d6f9e515cffd3e233df265bd5ed205e144c9d16ee9c96,0,World,0,World,False
2291,7d994b377ed9eca5037fa1325e51a97a5fbe881e8a09afa05ab6ddd2a402a479,1,Sports,1,Sports,False
2305,d5fcf7ba1fef68ab96ca486078bef852b420942ab15855a47cef32f00d0036d4,2,Business,2,Business,False
2310,45e0b86c727bac6dd080194d7caa8dbd21a1e00384cdcac16025248369db17ff,3,Sci/Tech,3,Sci/Tech,False
2323,33c822b51f64f16bbe6b8852e9feca7e46f8dc414e7ab5c2a1c1db36c95b5f97,2,Business,2,Business,False
2334,0a74756719dfc7296f149328f2a1152ae767bb5411c9edf3cce7a2991c4583cd,0,World,0,World,False
2352,303c9c5fafc131545452ffe6b4fe9af074f88e45842c028e839b3395c5b85542,1,Sports,1,Sports,False
2378,205bdcee3e1218bde6d34580a282a3fbc5d6f49f078a81563b7f77d1370e9823,1,Sports,1,Sports,False
2391,3ce1cd42d11315af70b7f0b7131a2f2a9c9c4bdd5dcf8ad61a4d945f17b1fead,2,Business,3,Sci/Tech,True
2407,006a3dd2e0577cdf315d3d89451bf3da59a480dabad885c4276e94210847adaa,0,World,1,Sports,True
2416,ab28869e7c122f6413053eae7d4983835507266d020fc9b895eaf1112519af8f,3,Sci/Tech,3,Sci/Tech,False
2426,739570f68cdc53c87591bb58da5bcfdeffc30c160a0866779253757bfa7114ac,1,Sports,1,Sports,False
2432,6fbc8083d6193d27c5ab669a4649a6273ca2370631c6fab4dc7e194092f49df7,0,World,1,Sports,True
2440,94e54c2ffe9e31d0e657760d602490bcd8288d789b4cf1084f7726a94c567377,1,Sports,1,Sports,False
2444,a7c84466ace6423b5ea579b29438f11b6f8988efd575273dc5d1987a57295cb9,1,Sports,1,Sports,False
2449,98354406a804a2c99720a13ace4655104a73748fb96a710f70ffafa77b153e72,2,Business,2,Business,False
2471,25aa5203be962988c25462f88ec478118a7d2ceece0fa1710151b37fb85672aa,2,Business,2,Business,False
2494,ec141d4f3003b076b874853a827797d43ec7e0c64b4a65549e05ae64b09ebcf1,3,Sci/Tech,3,Sci/Tech,False
2517,f989bb9a2a88a359c9715d48af0e305c97c43995a5250c8fd1f6dc2678bd371a,3,Sci/Tech,3,Sci/Tech,False
2525,90f51b63195d6802c9827a8681de076616e3c4d14d2e9701956ba509c64592b6,2,Business,2,Business,False
2543,bced9822c44e6794b1b7095f83413e3794cf8e321a64355fb518199c87226b78,3,Sci/Tech,0,World,True
2547,6bbec693ea0b6ed12a2f5693c1215f261f448215b588e91d5a81442bd71017ba,0,World,0,World,False
2551,77fc71bff645bf03f20019b1e566e4f4e67ce22978db16480068f05312626678,0,World,0,World,False
2553,75f3a454cdc1b456f49147e833017755cd137eeea44fe755c4866839b36ec732,3,Sci/Tech,3,Sci/Tech,False
2600,ccd6aa87a23922887526f0f6f76e5f32fa8a7d3c901987fc52c2e892929f6be3,3,Sci/Tech,3,Sci/Tech,False
2601,a4ae00ece61147799f5b92e213d97c6984098d2bd9729d1f00d8bc6e1f5ee725,3,Sci/Tech,3,Sci/Tech,False
2604,e0b782f287b9dcde4e9b6830bc6d2ad11d6341b3a4838b258b5ef736d187d50c,3,Sci/Tech,3,Sci/Tech,False
2606,ac81ccbe98088aac8194b4055dfefb6bd0a269de1b99ef9f38776ac1dfd2f0ff,0,World,0,World,False
2607,453f8d181bb466323249b7f248c3c1f4ecc98e8d3761bb7ad4207424d6d6028d,2,Business,3,Sci/Tech,True
2610,48f7391ed62e8b98e357d002807fccf704985e3b73da295b86565d573cd897d9,2,Business,2,Business,False
2612,512f75dd11738582bd62b3c5f83dd8d4155a99d2f5cebd0d190304faf2a6ec32,3,Sci/Tech,0,World,True
2616,06391ddd1db34452379797dcd68a902dee4823a1e7490dcb9adc79548b534df6,2,Business,2,Business,False
2627,3361a811039ca18ed03e4e8d72af69b4082074de7d51a561d206f9f0310905a8,1,Sports,1,Sports,False
2645,c9bcd1cacf8b9ce1f25b05ae4589b1a03c46efd63358af63cacf0de7e0adf26e,0,World,0,World,False
2650,025345ddcef6aee473b353f3a55f75f5ee2c6315876757749561721cdce37d2a,2,Business,2,Business,False
2658,4e0ae6b6cc8cf855532d38d315ef5ec19cd66ab1344ed7ff61e1cda24ac3e9ac,2,Business,3,Sci/Tech,True
2661,f958a08aadd8920bb35e240ac61950d6ffc776d9fb870d7356e20756cb124391,0,World,1,Sports,True
2699,7d1870c9060df6e0ba252969bd5687bd2303d50e4dd22ebd4b19dd9353c1c46b,3,Sci/Tech,3,Sci/Tech,False
2718,da5d375904b56626daf9ed20decd17d9faeeed31dc2f61dcefc928dc453be6ca,1,Sports,1,Sports,False
2727,ba67b1a63830e911c627111272d1dc63bd461218709fb5bc2e0d06e4a9e85580,0,World,0,World,False
2732,6647f83949a5ffa2448072e09a862d75706c799adf598e644d0451adafcfb147,1,Sports,2,Business,True
2744,8af29bc6c212d17f1c3fb0ef63e28b5576f39c6b449e626dcdb7af4078d831db,2,Business,2,Business,False
2752,d6469e6325212957d8afc518042588c492a280938848d0c217dfbfe4f6aa0888,1,Sports,1,Sports,False
